FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,andre_busser_7_19,ogc_fid,wkb_geometry
trafiktaelling.fid--38345ac2_187744723e7_7efb,8006,Tagensvej,Cykelruten syd for Tagensvej,107B,100,Øvrige tællinger,,,,,6311,"4,1",6500,7700,475,600,600,,,,,,,600,20220921,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/BGE7CKg89S.pdf,,4.0999999,,,46,"0,7",,628,POINT (12.544030924796004 55.70397369999571)
trafiktaelling.fid--38345ac2_187744723e7_7efc,8007,Tycho Brahes Allé,vest for Kastrupvej,40,100,Øvrige tællinger,435,"0,9",500,600,385,"0,1",400,500,445,500,500,,,,,,,500,20090416,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/m9KTjlNqkE.pdf,0.89999998,0.1,,,,,,629,POINT (12.614841980583689 55.656061665268034)
trafiktaelling.fid--38345ac2_187744723e7_7efd,8008,Lillegrund,nordøst for Kirkegårdsvej,8,100,Øvrige tællinger,565,"4,1",700,700,614,"4,7",600,700,461,500,600,,,,,,,500,20090416,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/j8Gylbb2tp.pdf,4.0999999,4.69999981,,,,,,630,POINT (12.61252471307807 55.65802063814178)
trafiktaelling.fid--38345ac2_187744723e7_7efe,8009,Øresundsvej,nordøst for Kirkegårdsvej,33,100,Øvrige tællinger,5104,"3,4",6000,6700,2254,"1,1",2300,2700,1664,1900,2000,,,,,,,1900,20090416,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/CEXsUVC1kp.pdf,3.4000001,1.10000002,,,,,,631,POINT (12.611034875901343 55.659870147908585)
trafiktaelling.fid--38345ac2_187744723e7_7eff,8010,Frankrigsgade,øst for Ålandsgade,21,100,Øvrige tællinger,1443,"3,0",1700,1900,1052,"0,8",1100,1300,1025,1200,1200,,,,,,,1200,20090416,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/6u7Jl2lXHt.pdf,3,0.80000001,,,,,,632,POINT (12.608298407655306 55.66194680204516)
trafiktaelling.fid--38345ac2_187744723e7_7f00,8011,Cykelruten,syd for Nørrebrogade - Cafe Castro,,100,Øvrige tællinger,,,,,10012,"4,4",10300,12200,2147,2500,2600,,,,,,,2500,20220921,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/3VCYVgs1Kv.pdf,,4.4000001,,,40,"0,3",,633,POINT (12.541529239389233 55.69880859326531)
trafiktaelling.fid--38345ac2_187744723e7_7f01,8012,Sydbanestien,øst for Sjælør Boulevard,,100,Øvrige tællinger,,,,,716,"2,4",700,900,160,200,200,,,,,,,200,20090526,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/iqaGnEfTf8.pdf,,2.4000001,,,,,,634,POINT (12.529638257214812 55.65221899978124)
trafiktaelling.fid--38345ac2_187744723e7_7f02,9001,Kødboderne,nordøst for Skelbækgade,3,100,Øvrige tællinger,3205,"3,0",3700,4200,1702,,1800,2100,,,,,,,,,,,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kU6ddODRIt.pdf,3,,95,,,,,635,POINT (12.558155346491892 55.666366702878015)
trafiktaelling.fid--38345ac2_187744723e7_7f03,9002,Høkerboderne,sydøst for Halmtorvet,11,100,Øvrige tællinger,609,"12,5",700,800,1746,,1800,2100,,,,,,,,,,,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hYbDNnhSSa.pdf,12.5,,,,,,,636,POINT (12.55751914845318 55.66845667788166)
trafiktaelling.fid--38345ac2_187744723e7_7f04,9003,Slagterboderne,sydøst for Halmtorvet,4,100,Øvrige tællinger,1715,"4,6",2000,2200,768,,800,900,,,,,,,,,,,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/9Dn5zddJGl.pdf,4.5999999,,,,,,,637,POINT (12.558566000720129 55.669017887850174)
trafiktaelling.fid--38345ac2_187744723e7_7f05,9004,Staldgade,nordvest for Ingerslevsgade,32,100,Øvrige tællinger,928,"9,9",1100,1200,266,,300,300,,,,,,,,,,,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/iawByh33Fd.pdf,9.89999962,,,,,,,638,POINT (12.562933805520592 55.66797849820516)
trafiktaelling.fid--38345ac2_187744723e7_7f06,9005,Dronningens Tværgade,Øst for Borgergade,24,100,Øvrige tællinger,5472,"4,6",6400,7200,2650,"3,1",2700,3200,,,,,,,,,,,20141008,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/47y7VYSdrn.pdf,4.5999999,3.0999999,,,,,,639,POINT (12.586381108462522 55.683830446995266)
trafiktaelling.fid--38345ac2_187744723e7_7f07,9013,Borgervænget,øst for Hans Knudsens Plads,7,100,Øvrige tællinger,900,"12,7",1100,1200,800,,800,1000,,,,,,,,,,,20091021,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Tv2UdW0p9P.pdf,12.69999981,,,,,,,640,POINT (12.561379519248245 55.713594242932324)
trafiktaelling.fid--38345ac2_187744723e7_7f08,9014,Wittenberggade,øst for Moselgade,37,100,Øvrige tællinger,4103,"2,0",4800,5400,3243,"2,2",3300,4000,1920,2200,2300,,,,,,,2200,20090421,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/nll6stCf7O.pdf,2,2.20000005,,,,,,641,POINT (12.61221826734709 55.661793488859615)
trafiktaelling.fid--38345ac2_187744723e7_7f09,9015,Carl Jacobsens Vej,øst for Gl. Køge Landevej,35,100,Øvrige tællinger,3700,"7,9",4300,4800,900,"2,6",900,1100,300,400,400,,,,,,,400,20090526,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/mNh7VfQzIV.pdf,7.9000001,2.5999999,,,,,,642,POINT (12.513213495829481 55.65545992676372)
trafiktaelling.fid--38345ac2_187744723e7_7f0a,9016,Willemoesgade,øst for Østerbrogade,3,100,Øvrige tællinger,700,"1,7",800,900,500,,500,600,,,,,,,,,,,20090520,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lV4KfZpJ66.pdf,1.70000005,,,,,,,643,POINT (12.580256200076358 55.697267652095114)
trafiktaelling.fid--38345ac2_187744723e7_7f0b,9017,Fiskedamsgade,nord for Classensgade,3,100,Øvrige tællinger,600,"3,1",700,800,600,,600,700,,,,,,,,,,,20090520,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/RAmtKFc02y.pdf,3.0999999,,,,,,,644,POINT (12.588418683414108 55.69866235924392)
trafiktaelling.fid--38345ac2_187744723e7_7f0c,9018,Slagelsegade,øst for Østerbrogade,6,100,Øvrige tællinger,1049,"2,6",1200,1400,1578,"4,3",1600,1900,871,1000,1100,,,,,,,1000,20090901,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/BInp90Pb0n.pdf,2.5999999,4.30000019,,,,,,645,POINT (12.57944058887217 55.698256975566416)
trafiktaelling.fid--38345ac2_187744723e7_7f0d,9019,J.E. Ohlsens Gade,øst for Østerbrogade,4,100,Øvrige tællinger,413,"2,4",500,500,329,"7,3",300,400,495,600,600,,,,,,,600,20090901,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/xLJlOJO45w.pdf,2.4000001,7.30000019,,,,,,646,POINT (12.578246430166615 55.70159271915646)
trafiktaelling.fid--38345ac2_187744723e7_7f0e,9020,Carl Johans Gade,øst for Østerbrogade,3,100,Øvrige tællinger,204,"2,5",200,300,351,"6,3",400,400,408,500,500,,,,,,,500,20090901,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/rcx7s6efRP.pdf,2.5,6.30000019,,,,,,647,POINT (12.57832618350219 55.702093149917815)
trafiktaelling.fid--38345ac2_187744723e7_7f0f,9021,Gustav Adolfs Gade,øst for Østerbrogade,3,100,Øvrige tællinger,473,"1,5",600,600,367,"7,1",400,400,502,600,600,,,,,,,600,20090901,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/R0371gZRGI.pdf,1.5,7.0999999,,,,,,648,POINT (12.578349497704039 55.702582473651745)
trafiktaelling.fid--38345ac2_187744723e7_7f10,9022,Weidekampsgade,vest for Ørestads Boulevard,3,100,Øvrige tællinger,1200,"3,1",1400,1600,700,,700,900,,,,,,,,,,,20090820,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/G96PoekYdL.pdf,3.0999999,,,,,,,649,POINT (12.585323693899232 55.66597918997108)
trafiktaelling.fid--38345ac2_187744723e7_7f11,9023,Sankt Jakobs Gade,sydøst for Ribegade,18,100,Øvrige tællinger,473,"3,8",600,600,703,"8,5",700,900,808,900,1000,,,,,,,900,20090901,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/PlkSg7gOW9.pdf,3.79999995,8.5,,,,,,650,POINT (12.581074818196976 55.70232146632478)
trafiktaelling.fid--38345ac2_187744723e7_7f12,9024,Sorøgade,nord for Slagelsegade,4,100,Øvrige tællinger,758,"2,1",900,1000,744,"5,5",800,900,943,1100,1100,,,,,,,1100,20090901,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/4zinZ0BlX5.pdf,2.0999999,5.5,,,,,,651,POINT (12.58100274264189 55.69884032968521)
trafiktaelling.fid--38345ac2_187744723e7_7f13,9028,Alsgade,vest for Slesvigsvej,13,100,Øvrige tællinger,700,3,800,900,200,,200,200,300,400,400,,,,,,,400,20101104,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/sHRWzzEtHh.pdf,3,,,,,,,652,POINT (12.539848200811358 55.66508446981985)
trafiktaelling.fid--38345ac2_187744723e7_7f14,9030,Center Boulevard,syd for C.F.Møllers Allé,,100,Øvrige tællinger,8300,"3,4",9700,10900,200,,200,200,,,,,,,,,,,20101213,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/TORu2PFr6v.pdf,3.4000001,,,,,,,653,POINT (12.573443534683596 55.63464437389586)
trafiktaelling.fid--38345ac2_187744723e7_7f15,9031,Kalkbrænderihavnsgade,syd for tunnel ved Ndr. Frihavnsgade,,100,Øvrige tællinger,,,,,2600,"1,3",2700,3200,,,,,,,,,,,20101006,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/jvddIydlae.pdf,,1.29999995,,,,,,654,POINT (12.59211311391587 55.70344017274874)
trafiktaelling.fid--38345ac2_187744723e7_7f16,9032,Reventlowsgade,syd for vesterbrogade,4,100,Øvrige tællinger,6600,7,7700,8600,2800,,2900,3400,,,,,,,,,,,20111006,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/FxM5C6ljzb.pdf,7,,,,,,,655,POINT (12.562917981308981 55.673376269507195)
trafiktaelling.fid--38345ac2_187744723e7_7f17,9033,Strandboulevarden,syd for Nordre Frihavnsgade,55,100,Øvrige tællinger,,,,,3600,"2,7",3700,4400,,,,,,,,,,,20101006,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fQCMUQvzvl.pdf,,2.70000005,,,,,,656,POINT (12.588014136616886 55.7030534581982)
trafiktaelling.fid--38345ac2_187744723e7_7f18,9034,Danneskiold-Samsøes Allé,ud for Eik Skaløe's Plads,,100,Øvrige tællinger,2300,"4,7",2700,3000,600,,600,700,,,,,,,,,,,20101216,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/0mPFBBpN7l.pdf,4.69999981,,,,,,,657,POINT (12.606213330672427 55.68305474482202)
trafiktaelling.fid--38345ac2_187744723e7_7f19,9035,Flensborggade,syd for Ullerupgade,22,100,Øvrige tællinger,500,"1,7",600,700,800,,800,1000,,,,,,,,,,,20100908,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/M8wTAOWAq3.pdf,1.70000005,,,,,,,658,POINT (12.547212456634929 55.66785648079414)
trafiktaelling.fid--38345ac2_187744723e7_7f1a,9036,Grøndalsvænge Allé,syd for Hillerødgade,2,100,Øvrige tællinger,700,"1,7",800,900,1300,,1300,1600,,,,,,,,,,,20101117,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gNUGpGYQ7F.pdf,1.70000005,,,,,,,659,POINT (12.521536575899729 55.69588910199285)
trafiktaelling.fid--38345ac2_187744723e7_7f1b,9037,Hillerødgade,øst for Esromgade,17,100,Øvrige tællinger,6300,"4,8",7400,8300,4300,,4400,5200,,,,,,,,,,,20101123,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZlMT4RMIvT.pdf,4.80000019,,,,,,,660,POINT (12.540518322496617 55.6972110393828)
trafiktaelling.fid--38345ac2_187744723e7_7f1c,9038,Irlandsvej,syd for Vejlands Allé,90,100,Øvrige tællinger,3200,"2,5",3700,4200,1100,,1100,1300,,,,,,,,,,,20101109,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/JBUA6Dz50o.pdf,2.5,,,,,,,661,POINT (12.60694206392085 55.64234905293762)
trafiktaelling.fid--38345ac2_187744723e7_7f1d,9039,Njalsgade,øst for Ørestads Boulevard,80,100,Øvrige tællinger,6400,"6,1",7500,8400,6900,,7100,8400,1500,1800,1800,,,,,,,1800,20100929,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/w9NAiDYDzo.pdf,6.0999999,,,,,,,662,POINT (12.587548666987503 55.66370801968677)
trafiktaelling.fid--38345ac2_187744723e7_7f1e,9040,Ny Carlsberg Vej,vest for Dannevirkegade,31,100,Øvrige tællinger,2472,"0,4",2900,3200,2434,,2500,3000,2189,2600,2600,,,,,,,2600,20171005,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Bkn0TMWqP3.pdf,0.40000001,,0,,,,,663,POINT (12.541955520350538 55.66617035807835)
trafiktaelling.fid--38345ac2_187744723e7_7f1f,9041,Nørre Allé,syd for Nørre Sideallé,17,100,Øvrige tællinger,3200,"2,5",3700,4200,5100,,5300,6200,,,,,,,,,,,20100915,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/qBp5IpxCnb.pdf,2.5,,,,,,,664,POINT (12.561072497763371 55.69282759024604)
trafiktaelling.fid--38345ac2_187744723e7_7f20,9042,Prinsessegade,nordøst for Bådsmandsstræde,45,100,Øvrige tællinger,2700,"9,1",3200,3500,9100,,9400,11100,,,,,,,,,,,20110921,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/W0z1hatAP7.pdf,9.10000038,,,,,,,665,POINT (12.596794857228318 55.67390605820484)
trafiktaelling.fid--38345ac2_187744723e7_7f21,9043,Skoleholdervej,vest for Smedetoften,57,100,Øvrige tællinger,1700,"2,6",2000,2200,500,,500,600,,,,,,,,,,,20101116,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kUATyNmbPS.pdf,2.5999999,,,,,,,666,POINT (12.520475111277143 55.71114798971263)
trafiktaelling.fid--38345ac2_187744723e7_7f22,9044,Øster Farimagsgade,nord for Hallinsgade,40,100,Øvrige tællinger,5500,7,6400,7200,4000,,4100,4900,,,,,,,,,,,20101202,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kaKvpB6uM9.pdf,7,,,,,,,667,POINT (12.577436018177243 55.69273480853926)
trafiktaelling.fid--38345ac2_187744723e7_7f23,9630,Høkerboderne,FOD,1,100,Øvrige tællinger,,,,,,,,,2440,2900,3000,,,,,,,2900,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/OQtsnPC3u2.pdf,,,,,,,,668,POINT (12.557378626062082 55.66856146143539)
trafiktaelling.fid--38345ac2_187744723e7_7f24,9631,Slagterboderne,FOD,1,100,Øvrige tællinger,,,,,,,,,5500,6400,6700,,,,,,,6400,20150911,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fAYJw9UMfP.pdf,,,,,,,,669,POINT (12.558662933811467 55.66893663089111)
trafiktaelling.fid--38345ac2_187744723e7_7f25,9632,Slagterboderne,FOD,1,100,Øvrige tællinger,,,,,,,,,2475,2900,3000,,,,,,,2900,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YPpN9Fiace.pdf,,,,,,,,670,POINT (12.557965680189108 55.666282066628696)
trafiktaelling.fid--38345ac2_187744723e7_7f26,9641,Købmagergade,Fodgængere_cykler,3,100,Øvrige tællinger,176,,200,200,810,,800,1000,26545,31100,32100,,,,,,,31100,20180621,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/aiHo80apYc.pdf,,,0,,,,,671,POINT (12.579533297317408 55.679283342920996)
trafiktaelling.fid--38345ac2_187744723e7_7f27,9642,Prinsessegade_Sankt_Annæ_gade_X,KRYDS,3,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20141104,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/md5gsghUPa.pdf,,,,,,,,672,POINT (12.594254152571752 55.67237874970901)
trafiktaelling.fid--38345ac2_187744723e7_7f28,9643,Christian IV's Bro,Under Knippelsbro,,100,Øvrige tællinger,,,,,,,,,2091,2400,2500,,,,,,,2400,20140910,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/NU9ozBprkq.pdf,,,,,,,,673,POINT (12.586975511131218 55.675102987203616)
trafiktaelling.fid--38345ac2_187744723e7_7f29,9644,Ørestads Bolulevard,,55,100,Øvrige tællinger,,,,,,,,,1557,1800,1900,,,,,,,1800,20140604,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/bLF9mcq6wD.pdf,,,,,,,,674,POINT (12.582118527101553 55.6349461047678)
trafiktaelling.fid--38345ac2_187744723e7_7f2a,9645,Ørestads Bolulevard,,75,100,Øvrige tællinger,,,,,,,,,2680,3100,3200,,,,,,,3100,20140604,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/dHRYVF0sQ7.pdf,,,,,,,,675,POINT (12.58086546966524 55.63176516664692)
trafiktaelling.fid--38345ac2_187744723e7_7f2b,9646,Blegdamsvej,Tunnel ved Frederik d. V's Vej,78A,100,Øvrige tællinger,,,,,,,,,171,200,200,,,,,,,200,20220614,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/iDjS2cd8mC.pdf,,,,,,,,676,POINT (12.570408848688517 55.695868789487704)
trafiktaelling.fid--38345ac2_187744723e7_7f2c,9647,Valby Langgade,Gangbro under Valby Langgade ved Vibeholmen,192,100,Øvrige tællinger,,,,,,,,,136,200,200,,,,,,,200,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/d9farT9MCi.pdf,,,,,,,,677,POINT (12.493605776474467 55.669266646044974)
trafiktaelling.fid--38345ac2_187744723e7_7f2d,9659,Sankt Annæ Plads,FOD,15B,3,Andre faste tællinger,,,,,,,,,4820,5600,5800,,,,,,,5600,20170613,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fou0Oa0qYa.pdf,,,,,,,,678,POINT (12.59208496866839 55.68156498338662)
trafiktaelling.fid--38345ac2_187744723e7_7f2e,9660,Langebro,Fodgængere,,100,Øvrige tællinger,,,,,,,,,2858,3300,3500,,,,,,,3300,20220913,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/7w1ylns6yf.pdf,,,,,,,,679,POINT (12.577934515691211 55.67054436729424)
trafiktaelling.fid--38345ac2_187744723e7_7f2f,9662,Østre Anlæg,"Fodgængere, kun ind i parken, alle indgange. Beregnet",,100,Øvrige tællinger,,,,,,,,,4890,5700,5900,,,,,,,5700,20130625,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MpC5w0OAfL.pdf,,,,,,,,680,POINT (12.580969577304932 55.69096415696316)
trafiktaelling.fid--38345ac2_187744723e7_7f30,9663,Borgergade,FOD,12,100,Øvrige tællinger,,,,,,,,,5225,6100,6300,,,,,,,6100,20150616,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Le0VKwtfLn.pdf,,,,,,,,681,POINT (12.58442032522379 55.682690278223824)
trafiktaelling.fid--38345ac2_187744723e7_7f31,9664,Bredgade,FOD,3,100,Øvrige tællinger,,,,,,,,,8311,9700,10100,,,,,,,9700,20150616,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ulwQ86LTBT.pdf,,,,,,,,682,POINT (12.587667754070893 55.68129277239731)
trafiktaelling.fid--38345ac2_187744723e7_7f32,9665,Bremerholm,FOD,6,100,Øvrige tællinger,,,,,,,,,4689,5500,5700,,,,,,,5500,20150616,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QYXl9wDW08.pdf,,,,,,,,683,POINT (12.582811401930691 55.67891746662236)
trafiktaelling.fid--38345ac2_187744723e7_7f33,9667,Frederikkssundsvej,FOD,27,100,Øvrige tællinger,,,,,,,,,7609,8900,9200,,,,,,,8900,20190627,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/YIcxQ2r4MQ.pdf,,,,,,,,684,POINT (12.533746725545678 55.70164226129247)
trafiktaelling.fid--38345ac2_187744723e7_7f34,9668,Gammel Mønt,FOD,4,100,Øvrige tællinger,,,,,,,,,3922,4600,4700,,,,,,,4600,20150616,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rCgTJXm3P5.pdf,,,,,,,,685,POINT (12.581537091736996 55.681207089613956)
trafiktaelling.fid--38345ac2_187744723e7_7f35,9669,H.C. Andersens Boulevard,FOD,13,100,Øvrige tællinger,,,,,,,,,4156,4900,5000,,,,,,,4900,20150623,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/8YnL5hGg6a.pdf,,,,,,,,686,POINT (12.566793046012998 55.67724087825045)
trafiktaelling.fid--38345ac2_187744723e7_7f36,9670,H.C. Andersens Boulevard,FOD,23,100,Øvrige tællinger,,,,,,,,,7708,9000,9300,,,,,,,9000,20150623,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hj9Jn96Tom.pdf,,,,,,,,687,POINT (12.571235137583411 55.674347699293996)
trafiktaelling.fid--38345ac2_187744723e7_7f37,9671,Havnegade,FOD,37,100,Øvrige tællinger,,,,,,,,,2767,3200,3300,,,,,,,3200,20150617,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/wGZXljOxq2.pdf,,,,,,,,688,POINT (12.590153816926325 55.67715111263272)
trafiktaelling.fid--38345ac2_187744723e7_7f38,9672,Jagtvej,FOD,52A,100,Øvrige tællinger,,,,,,,,,6552,7700,7900,,,,,,,7700,20150624,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/n9MU5xOxOg.pdf,,,,,,,,689,POINT (12.549511875968749 55.694717092123206)
trafiktaelling.fid--38345ac2_187744723e7_7f39,9673,Jagtvej,FOD,69,100,Øvrige tællinger,,,,,,,,,3338,3900,4000,,,,,,,3900,20150624,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/i4mUZ7cP7f.pdf,,,,,,,,690,POINT (12.548109744891297 55.69384745771209)
trafiktaelling.fid--38345ac2_187744723e7_7f3a,9674,Jagtvej,FOD,137,100,Øvrige tællinger,,,,,,,,,2557,3000,3100,,,,,,,3000,20150624,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/EWnoqtRNSO.pdf,,,,,,,,691,POINT (12.55316074623104 55.698356103805075)
trafiktaelling.fid--38345ac2_187744723e7_7f3b,9675,Knippelsbro,FOD,,100,Øvrige tællinger,,,,,,,,,5959,7000,7200,,,,,,,7000,20220908,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/piJtXVqfhm.pdf,,,,,,,,692,POINT (12.587368491899465 55.67480580722062)
trafiktaelling.fid--38345ac2_187744723e7_7f3c,9676,Kristen Bernikows Gade,FOD,-,100,Øvrige tællinger,,,,,,,,,8146,9500,9900,,,,,,,9500,20180621,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/JYZ5FsvTbE.pdf,,,0,,,,,693,POINT (12.582313413901957 55.68010467096808)
trafiktaelling.fid--38345ac2_187744723e7_7f3d,9677,Lygten,FOD,2C,100,Øvrige tællinger,,,,,,,,,6423,7500,7800,,,,,,,7500,20150818,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/S7K7eY0COF.pdf,,,,,,,,694,POINT (12.537646378691756 55.70216388684818)
trafiktaelling.fid--38345ac2_187744723e7_7f3e,9678,Nordre Fasanvej,FOD,252,100,Øvrige tællinger,,,,,,,,,4603,5400,5600,,,,,,,5400,20150820,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/niYnwtfdF9.pdf,,,,,,,,695,POINT (12.537322655909696 55.7007990138112)
trafiktaelling.fid--38345ac2_187744723e7_7f3f,9679,Nørre Farigmagsgade,FOD,68,100,Øvrige tællinger,,,,,,,,,2604,3000,3200,,,,,,,3000,20150617,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CmXmiTc6oo.pdf,,,,,,,,696,POINT (12.567929422743422 55.68450684631101)
trafiktaelling.fid--38345ac2_187744723e7_7f40,9680,Rantzausgade,FOD,40,100,Øvrige tællinger,,,,,,,,,2536,3000,3100,,,,,,,3000,20150624,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZbH3aOAVSm.pdf,,,,,,,,697,POINT (12.548461436356739 55.68701374528754)
trafiktaelling.fid--38345ac2_187744723e7_7f41,9681,Store Kongensgade,FOD,24,100,Øvrige tællinger,,,,,,,,,8222,9600,9900,,,,,,,9600,20150616,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/sTTNEWn48V.pdf,,,,,,,,698,POINT (12.585977884642796 55.68213296628837)
trafiktaelling.fid--38345ac2_187744723e7_7f42,9682,Tagensvej,FOD,14,100,Øvrige tællinger,,,,,,,,,1563,1800,1900,,,,,,,1800,20150624,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/HjtgYj0zjQ.pdf,,,,,,,,699,POINT (12.559679302435784 55.69710016483181)
trafiktaelling.fid--38345ac2_187744723e7_7f43,9683,Tagensvej,FOD,99,100,Øvrige tællinger,,,,,,,,,3401,4000,4100,,,,,,,4000,20150819,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/4gri02uaNn.pdf,,,,,,,,700,POINT (12.547361018124844 55.70339140235199)
trafiktaelling.fid--38345ac2_187744723e7_7f44,9684,Torvegade,FOD,29,100,Øvrige tællinger,,,,,,,,,8092,9500,9800,,,,,,,9500,20190626,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/RYaaIeLItI.pdf,,,,,,,,701,POINT (12.590360661444832 55.67307592365564)
trafiktaelling.fid--38345ac2_187744723e7_7f45,9686,Vester Farimagsgade,FOD,7,100,Øvrige tællinger,,,,,,,,,6154,7200,7400,,,,,,,7200,20150623,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yCl5umWWy8.pdf,,,,,,,,702,POINT (12.561799262757985 55.67556872860412)
trafiktaelling.fid--38345ac2_187744723e7_7f46,9687,Vester Voldgade,FOD,87,100,Øvrige tællinger,,,,,,,,,4869,5700,5900,,,,,,,5700,20150623,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Hu5OzYxN0Y.pdf,,,,,,,,703,POINT (12.57244941412391 55.67489117711892)
trafiktaelling.fid--38345ac2_187744723e7_7f47,9689,Øster Farimagsgade,FOD,2A,100,Øvrige tællinger,,,,,,,,,2961,3500,3600,,,,,,,3500,20150617,2015,https://kk.sites.itera.dk/apps/kk_trafik/pdf/DxF9g8FCqd.pdf,,,,,,,,704,POINT (12.57004466489422 55.68620644187323)
